-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,1,2,3,4,5,6,7,8,9,10,Encapsulin MGYP,Pfam -10,Pfam -9,Pfam -8,Pfam -7,Pfam -6,Pfam -5,Pfam -4,Pfam -3,Pfam -2,Pfam -1,Pfam 1,Pfam 2,Pfam 3,Pfam 4,Pfam 5,Pfam 6,Pfam 7,Pfam 8,Pfam 9,Pfam 10
MGYP003370218833,MGYP003370218910,MGYP003370218936,MGYP001081478166,MGYP001104193358,MGYP003370219144,MGYP003370219441,MGYP003370219462,MGYP003370219485,MGYP003370219547,MGYP001098518129,MGYP003370219754,MGYP001135679213,MGYP001110903390,MGYP003370219893,MGYP001053594643,MGYP001108324414,MGYP003370219999,MGYP003370220052,MGYP003370220073,MGYP003370219555,['PF01327'],"['PF04851', 'PF18074', 'PF17764', 'PF00271', 'PF18319']",['PF01712'],['PF01192'],['PF04025'],"['PF08340', 'PF03755']",[],"['PF20260', 'PF04452']","['CL0167', 'PF02915']",[],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00690', 'PF00689', 'PF00122']",['PF00636'],"['PF03193', 'PF01926']",[],['PF06949'],['PF03652'],['PF06135'],['PF00990']
MGYP003370218833,MGYP003370218910,MGYP003370218936,MGYP001081478166,MGYP001104193358,MGYP003370219144,MGYP003370219441,MGYP003370219462,MGYP003370219485,MGYP003370219547,MGYP001098518129,MGYP003370219754,MGYP001135679213,MGYP001110903390,MGYP003370219893,MGYP001053594643,MGYP001108324414,MGYP003370219999,MGYP003370220052,MGYP003370220073,MGYP003370219555,['PF01327'],"['PF04851', 'PF18074', 'PF17764', 'PF00271', 'PF18319']",['PF01712'],['PF01192'],['PF04025'],"['PF08340', 'PF03755']",[],"['PF20260', 'PF04452']","['CL0167', 'PF02915']",[],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00690', 'PF00689', 'PF00122']",['PF00636'],"['PF03193', 'PF01926']",[],['PF06949'],['PF03652'],['PF06135'],['PF00990']
MGYP003370220073,MGYP003370220052,MGYP003370219999,MGYP001108324414,MGYP001053594643,MGYP003370219893,MGYP001110903390,MGYP001135679213,MGYP003370219754,MGYP001098518129,MGYP003370219547,MGYP003370219485,MGYP003370219462,MGYP003370219441,MGYP003370219144,MGYP001104193358,MGYP001081478166,MGYP003370218936,MGYP003370218910,MGYP003370218833,MGYP003370219555,['PF00990'],['PF06135'],['PF03652'],['PF06949'],[],"['PF03193', 'PF01926']",['PF00636'],"['PF00702', 'PF00690', 'PF00689', 'PF00122']","['PF19303', 'PF09334']",['PF01522'],[],"['CL0167', 'PF02915']","['PF20260', 'PF04452']",[],"['PF08340', 'PF03755']",['PF04025'],['PF01192'],['PF01712'],"['PF04851', 'PF18074', 'PF17764', 'PF00271', 'PF18319']",['PF01327']
MGYP003370220073,MGYP003370220052,MGYP003370219999,MGYP001108324414,MGYP001053594643,MGYP003370219893,MGYP001110903390,MGYP001135679213,MGYP003370219754,MGYP001098518129,MGYP003370219547,MGYP003370219485,MGYP003370219462,MGYP003370219441,MGYP003370219144,MGYP001104193358,MGYP001081478166,MGYP003370218936,MGYP003370218910,MGYP003370218833,MGYP003370219555,['PF00990'],['PF06135'],['PF03652'],['PF06949'],[],"['PF03193', 'PF01926']",['PF00636'],"['PF00702', 'PF00690', 'PF00689', 'PF00122']","['PF19303', 'PF09334']",['PF01522'],[],"['CL0167', 'PF02915']","['PF20260', 'PF04452']",[],"['PF08340', 'PF03755']",['PF04025'],['PF01192'],['PF01712'],"['PF04851', 'PF18074', 'PF17764', 'PF00271', 'PF18319']",['PF01327']
MGYP003370218833,MGYP003370218910,MGYP003370218936,MGYP001081478166,MGYP001104193358,MGYP003370219144,MGYP003370219441,MGYP003370219462,MGYP003370219485,MGYP003370219547,MGYP001098518129,MGYP003370219754,MGYP001135679213,MGYP001110903390,MGYP003370219893,MGYP001053594643,MGYP001108324414,MGYP003370219999,MGYP003370220052,MGYP003370220073,MGYP003370219555,['PF01327'],"['PF04851', 'PF18074', 'PF17764', 'PF00271', 'PF18319']",['PF01712'],['PF01192'],['PF04025'],"['PF08340', 'PF03755']",[],"['PF20260', 'PF04452']","['CL0167', 'PF02915']",[],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00690', 'PF00689', 'PF00122']",['PF00636'],"['PF03193', 'PF01926']",[],['PF06949'],['PF03652'],['PF06135'],['PF00990']
MGYP003370218833,MGYP003370218910,MGYP003370218936,MGYP001081478166,MGYP001104193358,MGYP003370219144,MGYP003370219441,MGYP003370219462,MGYP003370219485,MGYP003370219547,MGYP001098518129,MGYP003370219754,MGYP001135679213,MGYP001110903390,MGYP003370219893,MGYP001053594643,MGYP001108324414,MGYP003370219999,MGYP003370220052,MGYP003370220073,MGYP003370219555,['PF01327'],"['PF04851', 'PF18074', 'PF17764', 'PF00271', 'PF18319']",['PF01712'],['PF01192'],['PF04025'],"['PF08340', 'PF03755']",[],"['PF20260', 'PF04452']","['CL0167', 'PF02915']",[],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00690', 'PF00689', 'PF00122']",['PF00636'],"['PF03193', 'PF01926']",[],['PF06949'],['PF03652'],['PF06135'],['PF00990']
MGYP003370218833,MGYP003370218910,MGYP003370218936,MGYP001081478166,MGYP001104193358,MGYP003370219144,MGYP003370219441,MGYP003370219462,MGYP003370219485,MGYP003370219547,MGYP001098518129,MGYP003370219754,MGYP001135679213,MGYP001110903390,MGYP003370219893,MGYP001053594643,MGYP001108324414,MGYP003370219999,MGYP003370220052,MGYP003370220073,MGYP003370219555,['PF01327'],"['PF04851', 'PF18074', 'PF17764', 'PF00271', 'PF18319']",['PF01712'],['PF01192'],['PF04025'],"['PF08340', 'PF03755']",[],"['PF20260', 'PF04452']","['CL0167', 'PF02915']",[],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00690', 'PF00689', 'PF00122']",['PF00636'],"['PF03193', 'PF01926']",[],['PF06949'],['PF03652'],['PF06135'],['PF00990']
MGYP003370218833,MGYP003370218910,MGYP003370218936,MGYP001081478166,MGYP001104193358,MGYP003370219144,MGYP003370219441,MGYP003370219462,MGYP003370219485,MGYP003370219547,MGYP001098518129,MGYP003370219754,MGYP001135679213,MGYP001110903390,MGYP003370219893,MGYP001053594643,MGYP001108324414,MGYP003370219999,MGYP003370220052,MGYP003370220073,MGYP003370219555,['PF01327'],"['PF04851', 'PF18074', 'PF17764', 'PF00271', 'PF18319']",['PF01712'],['PF01192'],['PF04025'],"['PF08340', 'PF03755']",[],"['PF20260', 'PF04452']","['CL0167', 'PF02915']",[],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00690', 'PF00689', 'PF00122']",['PF00636'],"['PF03193', 'PF01926']",[],['PF06949'],['PF03652'],['PF06135'],['PF00990']
MGYP000333219565,MGYP003370706095,MGYP000191673389,MGYP000654634545,MGYP003370706154,MGYP000150469635,MGYP000707746821,MGYP000301480925,MGYP003370706478,MGYP003370706507,MGYP003370706676,MGYP003370706749,MGYP003370706784,MGYP000412826553,MGYP003370706919,MGYP000737320266,MGYP000150447103,MGYP000678577988,MGYP000533733483,MGYP000800690025,MGYP003370706527,[],['PF11753'],[],[],[],['PF06067'],[],[],"['PF05649', 'PF14890', 'CL0363']","['PF18760', 'CL0126']",['CL0037'],[],[],[],[],[],[],['CL0220'],[],[]
MGYP000412855302,MGYP000480685410,MGYP003370907416,MGYP003379259525,MGYP000731360394,MGYP000578024846,MGYP000474816705,MGYP003370907596,MGYP003370907603,MGYP003370907610,MGYP000253642272,MGYP003370907684,MGYP003370907723,MGYP000436945459,MGYP000000047652,MGYP000185805879,MGYP003370907870,MGYP000387584220,MGYP003370907987,MGYP003370907993,MGYP003370907635,[],['PF08279'],"['PF19263', 'PF08706', 'PF08275', 'PF13155', 'PF01807', 'CL0023']",[],['PF07275'],[],"['CL0123', 'CL0041']",[],[],['PF00574'],[],['PF00156'],[],[],['CL0123'],['CL0123'],"['CL0023', 'CL0023', 'CL0126', 'CL0126', 'CL0126']",[],[],[]
MGYP003371163040,MGYP003371163053,MGYP000003526831,MGYP000209932618,MGYP003371163077,MGYP003371163099,MGYP003371163123,MGYP003371163217,MGYP003371163263,MGYP003371163268,MGYP003371163275,MGYP003371163279,MGYP003371344411,MGYP003371344434,MGYP003371344461,MGYP003371344627,MGYP003371344648,MGYP003371344665,MGYP003371344681,MGYP003371344759,MGYP003371163271,"['PF18319', 'PF17764', 'PF18074', 'PF04851', 'PF00271']",['PF13189'],['PF01192'],['PF04025'],"['PF03755', 'PF08340']",[],"['PF20260', 'PF04452']",['PF02915'],[],['PF03781'],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00689', 'PF00690', 'PF00122']",['PF00636'],"['PF01926', 'PF03193']",[],[],['PF06949'],['PF03652'],['PF06135']
MGYP003371344759,MGYP003371344681,MGYP003371344665,MGYP003371344648,MGYP003371344627,MGYP003371344461,MGYP003371344434,MGYP003371344411,MGYP003371163279,MGYP003371163275,MGYP003371163268,MGYP003371163263,MGYP003371163217,MGYP003371163123,MGYP003371163099,MGYP003371163077,MGYP000209932618,MGYP000003526831,MGYP003371163053,MGYP003371163040,MGYP003371163271,['PF06135'],['PF03652'],['PF06949'],[],[],"['PF01926', 'PF03193']",['PF00636'],"['PF00702', 'PF00689', 'PF00690', 'PF00122']","['PF19303', 'PF09334']",['PF01522'],['PF03781'],[],['PF02915'],"['PF20260', 'PF04452']",[],"['PF03755', 'PF08340']",['PF04025'],['PF01192'],['PF13189'],"['PF18319', 'PF17764', 'PF18074', 'PF04851', 'PF00271']"
MGYP003371163040,MGYP003371163053,MGYP000003526831,MGYP000209932618,MGYP003371163077,MGYP003371163099,MGYP003371163123,MGYP003371163217,MGYP003371163263,MGYP003371163268,MGYP003371163275,MGYP003371163279,MGYP003371344411,,,,,,,,MGYP003371163271,"['PF18319', 'PF17764', 'PF18074', 'PF04851', 'PF00271']",['PF13189'],['PF01192'],['PF04025'],"['PF03755', 'PF08340']",[],"['PF20260', 'PF04452']",['PF02915'],[],['PF03781'],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00689', 'PF00690', 'PF00122']",[],[],[],[],[],[],[]
MGYP003371163040,MGYP003371163053,MGYP000003526831,MGYP000209932618,MGYP003371163077,MGYP003371163099,MGYP003371163123,MGYP003371163217,MGYP003371163263,MGYP003371163268,MGYP003371163275,MGYP003371163279,MGYP003371344411,MGYP003371344434,MGYP003371344461,MGYP003371344627,MGYP003371344648,MGYP003371344665,MGYP003371344681,MGYP003371344759,MGYP003371163271,"['PF18319', 'PF17764', 'PF18074', 'PF04851', 'PF00271']",['PF13189'],['PF01192'],['PF04025'],"['PF03755', 'PF08340']",[],"['PF20260', 'PF04452']",['PF02915'],[],['PF03781'],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00689', 'PF00690', 'PF00122']",['PF00636'],"['PF01926', 'PF03193']",[],[],['PF06949'],['PF03652'],['PF06135']
MGYP003371344800,MGYP003371344759,MGYP003371344681,MGYP003371344665,MGYP003371344648,MGYP003371344461,MGYP003371344434,MGYP003371344411,MGYP003372044824,MGYP003371163275,MGYP003372044847,MGYP003371163263,MGYP003371163217,MGYP003371163123,MGYP003371163099,MGYP003371163077,MGYP000209932618,MGYP000003526831,MGYP003371163053,MGYP003371163040,MGYP003371163271,['PF00990'],['PF06135'],['PF03652'],['PF06949'],[],"['PF01926', 'PF03193']",['PF00636'],"['PF00702', 'PF00689', 'PF00690', 'PF00122']","['PF19303', 'PF09334']",['PF01522'],['PF03781'],[],['PF02915'],"['PF20260', 'PF04452']",[],"['PF03755', 'PF08340']",['PF04025'],['PF01192'],['PF13189'],"['PF18319', 'PF17764', 'PF18074', 'PF04851', 'PF00271']"
MGYP003371163040,MGYP003371163053,MGYP000003526831,MGYP000209932618,MGYP003371163077,MGYP003371163099,MGYP003371163123,MGYP003371163217,MGYP003371163263,MGYP003371163268,MGYP003371163275,MGYP003371163279,MGYP003371344411,MGYP003371344434,MGYP003371344461,MGYP003371344627,MGYP003371344648,MGYP003371344665,MGYP003371344681,MGYP003371344759,MGYP003371163271,"['PF18319', 'PF17764', 'PF18074', 'PF04851', 'PF00271']",['PF13189'],['PF01192'],['PF04025'],"['PF03755', 'PF08340']",[],"['PF20260', 'PF04452']",['PF02915'],[],['PF03781'],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00689', 'PF00690', 'PF00122']",['PF00636'],"['PF01926', 'PF03193']",[],[],['PF06949'],['PF03652'],['PF06135']
MGYP003371344800,MGYP003371344759,MGYP003371344681,MGYP003371344665,MGYP003371344648,MGYP003371344461,MGYP003371344434,MGYP003371344411,MGYP003372044824,MGYP003371163275,MGYP003372044847,MGYP003371163263,MGYP003371163217,MGYP003371163123,MGYP003371163099,MGYP003371163077,MGYP000209932618,MGYP000003526831,MGYP003371163053,MGYP003371163040,MGYP003371163271,['PF00990'],['PF06135'],['PF03652'],['PF06949'],[],"['PF01926', 'PF03193']",['PF00636'],"['PF00702', 'PF00689', 'PF00690', 'PF00122']","['PF19303', 'PF09334']",['PF01522'],['PF03781'],[],['PF02915'],"['PF20260', 'PF04452']",[],"['PF03755', 'PF08340']",['PF04025'],['PF01192'],['PF13189'],"['PF18319', 'PF17764', 'PF18074', 'PF04851', 'PF00271']"
MGYP003371163040,MGYP003371163053,MGYP000003526831,MGYP000209932618,MGYP003371163077,MGYP003371163099,MGYP003371163123,MGYP003371163217,MGYP003371163263,MGYP003371163268,MGYP003371163275,MGYP003371163279,MGYP003371344411,MGYP003371344434,MGYP003371344461,MGYP003371344627,MGYP003371344648,MGYP003371344665,MGYP003371344681,MGYP003371344759,MGYP003371163271,"['PF18319', 'PF17764', 'PF18074', 'PF04851', 'PF00271']",['PF13189'],['PF01192'],['PF04025'],"['PF03755', 'PF08340']",[],"['PF20260', 'PF04452']",['PF02915'],[],['PF03781'],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00689', 'PF00690', 'PF00122']",['PF00636'],"['PF01926', 'PF03193']",[],[],['PF06949'],['PF03652'],['PF06135']
MGYP003371163053,MGYP000003526831,MGYP000209932618,MGYP003371163077,MGYP003371163099,MGYP003371163123,MGYP003371163217,MGYP003371163263,MGYP003371163268,MGYP003371517064,MGYP003371163275,MGYP003371163279,MGYP003371344411,MGYP003371344434,MGYP003371344461,MGYP003371344627,MGYP003371344648,MGYP003371344665,MGYP003371344681,MGYP003371344759,MGYP003371163271,['PF13189'],['PF01192'],['PF04025'],"['PF03755', 'PF08340']",[],"['PF20260', 'PF04452']",['PF02915'],[],['PF03781'],[],['PF01522'],"['PF19303', 'PF09334']","['PF00702', 'PF00689', 'PF00690', 'PF00122']",['PF00636'],"['PF01926', 'PF03193']",[],[],['PF06949'],['PF03652'],['PF06135']
MGYP003371163040,MGYP003371163053,MGYP000003526831,MGYP000209932618,MGYP003371163077,MGYP003371163099,MGYP003371163123,MGYP003371163217,MGYP003371163263,MGYP003371163268,MGYP003371163275,MGYP003371163279,MGYP003374439731,,,,,,,,MGYP003371163271,"['PF18319', 'PF17764', 'PF18074', 'PF04851', 'PF00271']",['PF13189'],['PF01192'],['PF04025'],"['PF03755', 'PF08340']",[],"['PF20260', 'PF04452']",['PF02915'],[],['PF03781'],['PF01522'],"['PF19303', 'PF09334']","['PF00689', 'PF08282']",[],[],[],[],[],[],[]
MGYP003371018467,MGYP003371018503,MGYP003371018522,MGYP003371018585,MGYP000821331904,MGYP000827565098,MGYP003371018971,MGYP003371018989,MGYP003371019003,MGYP003371019014,MGYP003371337624,MGYP000776663250,MGYP003371019333,MGYP003371019336,MGYP003371019378,MGYP003371019427,MGYP003371019430,MGYP003371019460,MGYP003371019517,MGYP003371019529,MGYP003371337604,"['PF01782', 'CL0021', 'PF05239']",['PF01746'],['PF12700'],['PF01168'],['PF04472'],['PF02325'],['PF05103'],['PF01252'],"['PF00849', 'PF01479']",['PF01613'],"['CL0350', 'CL0021', 'PF05833']","['PF08340', 'PF03755']",['PF00625'],['PF01192'],"['PF04397', 'PF04397']",['PF17802'],"['PF17802', 'PF17802', 'PF08341', 'CL0204', 'PF20610', 'CL0204']",[],['PF11187'],"['CL0159', 'PF00746', 'CL0159', 'PF13360']"
MGYP003371649824,MGYP003371649831,MGYP003371649871,MGYP003371649980,MGYP003371650007,MGYP003371650038,MGYP003378988377,MGYP003371650118,MGYP000354460535,MGYP003371650235,,,,,,,,,,,MGYP003371650251,"['PF02683', 'PF08534']","['PF02517', 'PF02517']","['PF13353', 'PF04055']",['PF02645'],"['PF00440', 'PF14278']",['PF14378'],[],"['PF14088', 'PF12161', 'PF02384']",['PF12728'],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,MGYP003372035837,MGYP000354460535,MGYP003371650118,MGYP003378988377,MGYP003371650038,MGYP003371650007,MGYP003371649980,MGYP003371649871,MGYP003371649831,MGYP003371649824,MGYP003372035793,[],[],[],[],[],[],[],[],[],[],[],['PF12728'],"['PF14088', 'PF12161', 'PF02384']",[],['PF14378'],"['PF00440', 'PF14278']",['PF02645'],"['PF13353', 'PF04055']","['PF02517', 'PF02517']","['PF02683', 'PF08534']"
,,,,,,,,,,MGYP003372035837,MGYP000354460535,MGYP003371650118,MGYP003378988377,MGYP003371650038,MGYP003371650007,MGYP003371649980,MGYP003371649871,MGYP003371649831,MGYP003371649824,MGYP003372035793,[],[],[],[],[],[],[],[],[],[],[],['PF12728'],"['PF14088', 'PF12161', 'PF02384']",[],['PF14378'],"['PF00440', 'PF14278']",['PF02645'],"['PF13353', 'PF04055']","['PF02517', 'PF02517']","['PF02683', 'PF08534']"
,,,,,,MGYP003372228690,MGYP000474848128,MGYP003372228714,MGYP003371909747,MGYP003372035837,MGYP000354460535,MGYP003371650118,MGYP003378988377,MGYP003371650038,MGYP003371650007,MGYP003371649980,MGYP003371649871,MGYP003371649831,MGYP003371649824,MGYP003372228945,[],[],[],[],[],[],[],['PF02604'],['PF05016'],[],[],['PF12728'],"['PF14088', 'PF12161', 'PF02384']",[],['PF14378'],"['PF00440', 'PF14278']",['PF02645'],"['PF13353', 'PF04055']","['PF02517', 'PF02517']","['PF02683', 'PF08534']"
,,,,,,,MGYP003384526895,MGYP003384526938,MGYP003384526947,MGYP003384526968,MGYP003384526994,MGYP003384527016,MGYP003384527043,MGYP003384527050,MGYP003384527086,MGYP003384527130,MGYP003384527135,MGYP003384527151,MGYP003384527168,MGYP003384526964,[],[],[],[],[],[],[],"['PF02879', 'PF00408', 'PF02880', 'PF02878']",['PF00884'],['PF00266'],['PF13560'],[],['PF00581'],['PF01292'],['PF06853'],"['PF02880', 'PF00408', 'PF02878', 'PF02879']",['PF07858'],['PF07690'],['PF00149'],"['PF07715', 'PF13620', 'PF00593']"
MGYP003384745153,MGYP003384745155,MGYP003384601002,MGYP003384745207,MGYP003384745222,MGYP003384745250,MGYP003384316398,MGYP003384316409,MGYP003384745295,MGYP003384627692,MGYP003384745374,MGYP003384745378,MGYP000318389561,MGYP003384745439,MGYP003384683378,MGYP003384745496,MGYP003384600481,MGYP003384745523,MGYP003384608292,MGYP003384745535,MGYP003384745367,[],['PF02384'],[],['PF07916'],[],"['PF06122', 'PF06122', 'PF06122']",['PF06834'],"['PF03938', 'PF07511']","['PF11130', 'PF01935', 'PF19044', 'PF03135']",[],"['PF11920', 'CL0159']",['PF11444'],"['PF11990', 'PF11990', 'PF06271']",['CL0690'],[],[],['PF14348'],"['PF10412', 'PF02534']","['PF11072', 'PF11072']","['PF01464', 'PF08238']"
MGYP003384745535,MGYP003384608292,MGYP003384745523,MGYP003384600481,MGYP003384745496,MGYP003384683378,MGYP003384745439,MGYP000318389561,MGYP003384745378,MGYP003384745374,MGYP003384627692,MGYP003384745295,MGYP003384316409,MGYP003384316398,MGYP003384745250,MGYP003384745222,MGYP003384745207,MGYP003384601002,MGYP003384745155,MGYP003384745153,MGYP003384745367,"['PF01464', 'PF08238']","['PF11072', 'PF11072']","['PF10412', 'PF02534']",['PF14348'],[],[],['CL0690'],"['PF11990', 'PF11990', 'PF06271']",['PF11444'],"['PF11920', 'CL0159']",[],"['PF11130', 'PF01935', 'PF19044', 'PF03135']","['PF03938', 'PF07511']",['PF06834'],"['PF06122', 'PF06122', 'PF06122']",[],['PF07916'],[],['PF02384'],[]
MGYP003385344633,MGYP003385344642,MGYP003385344648,MGYP003385344660,MGYP003385344679,MGYP003385344703,MGYP003385344705,MGYP003385344708,MGYP003385344729,MGYP003385344748,MGYP003385344856,MGYP003385344906,MGYP003385344913,MGYP003385344926,,,,,,,MGYP003385344781,[],['CL0373'],[],['PF13385'],[],[],[],['PF00657'],[],['CL0050'],[],['CL0201'],[],[],[],[],[],[],[],[]
,,,,,,MGYP003387502517,MGYP003386544312,MGYP003385181773,MGYP003386064267,MGYP003385616799,MGYP003387502580,MGYP003385250365,MGYP003386055240,MGYP003385764351,MGYP003385611352,MGYP003386055227,MGYP003387502632,MGYP003387502638,MGYP003385730827,MGYP003386945465,[],[],[],[],[],[],"['PF01391', 'PF01391']",[],[],['CL0306'],[],['CL0201'],[],['CL0123'],[],['PF03412'],[],[],[],[]
MGYP003387738038,MGYP003388957347,MGYP003644722361,MGYP003641966886,MGYP003115781410,MGYP003388220767,MGYP003388220772,MGYP003387684242,MGYP001206913827,MGYP003388220809,MGYP003387594275,MGYP001422251855,MGYP003387594301,MGYP003669956127,MGYP001182426925,MGYP003388272894,MGYP003669956172,,,,MGYP003387594271,[],[],[],[],[],[],[],[],['PF01165'],[],[],['CL0021'],"['CL0268', 'CL0268']",['PF13385'],['CL0167'],[],[],[],[],[]
,MGYP003637639488,MGYP003637639503,MGYP003627669820,MGYP003627669818,MGYP001311103037,MGYP003388637140,MGYP000146248565,MGYP003627669803,MGYP003637639958,MGYP003627821509,MGYP000402783045,MGYP001373397294,MGYP003627821513,MGYP000117576653,MGYP001456165989,MGYP001284020857,MGYP003628624786,MGYP003389820096,MGYP000727154247,MGYP003388635561,[],[],"['CL0193', 'CL0193']",['CL0167'],[],[],[],[],[],[],[],['PF01165'],[],['CL0037'],[],[],[],[],[],[]
MGYP003390015910,MGYP003390015922,MGYP003390015926,MGYP003390015938,MGYP003390015945,MGYP003390015953,MGYP003390015960,MGYP003390015974,MGYP003390015976,MGYP003390015978,,,,,,,,,,,MGYP003390016010,['PF00092'],['PF01925'],['PF01134'],[],['PF01850'],"['PF07676', 'PF07676', 'PF01979', 'PF07676', 'PF07676', 'PF07676', 'PF07676']","['PF13185', 'PF00989', 'PF00989', 'PF00563', 'PF00990']",[],['PF01965'],[],[],[],[],[],[],[],[],[],[],[]
MGYP003390015922,MGYP003390015926,MGYP003390015938,MGYP003390015945,MGYP003390015953,MGYP003394984183,MGYP003390015960,MGYP003390015974,MGYP003390015976,MGYP003390015978,,,,,,,,,,,MGYP003390016010,['PF01925'],['PF01134'],[],['PF01850'],"['PF07676', 'PF07676', 'PF01979', 'PF07676', 'PF07676', 'PF07676', 'PF07676']",[],"['PF13185', 'PF00989', 'PF00989', 'PF00563', 'PF00990']",[],['PF01965'],[],[],[],[],[],[],[],[],[],[],[]
MGYP003391900359,MGYP003391900362,MGYP003391900364,MGYP003391900367,MGYP003391900369,MGYP003391900371,MGYP003391900385,MGYP003391900399,MGYP003391900438,MGYP003391900452,MGYP003391900506,MGYP003391900537,MGYP003391900557,MGYP003391900570,MGYP003391900591,MGYP003391900678,MGYP003391900694,MGYP003391900733,MGYP003391900748,MGYP003391900863,MGYP003391900473,['PF01833'],['CL0556'],['PF09723'],[],[],[],[],['PF00216'],[],[],[],[],[],['CL0167'],['PF02945'],[],[],[],[],"['CL0193', 'PF07534', 'CL0193']"
MGYP003394990234,MGYP003392391404,MGYP003392391413,MGYP003392391442,MGYP003392391443,MGYP003392391448,MGYP003394990274,MGYP003394990308,MGYP003392391513,MGYP003392391526,MGYP003392391544,MGYP003392391577,MGYP003394990334,MGYP003394990343,MGYP003394990352,MGYP003392391585,MGYP003392391598,MGYP003392391602,MGYP003392391636,MGYP003392391638,MGYP003392391534,['CL0167'],"['PF02239', 'PF13442']",['PF00034'],['PF13442'],['PF04299'],['PF13641'],[],[],['PF00291'],[],['PF00266'],['PF13505'],[],[],[],[],"['PF02203', 'PF02518', 'PF00512']",[],"['PF00672', 'PF00512', 'CL0457', 'CL0457', 'PF02518']","['PF00072', 'PF00486']"
